cod_institucion;nom_institucion;res_acreditacion;nom_programa;metodologia
1825;UNIVERSIDAD AUTONOMA DE MANIZALES;6169;ESPECIALIZACION EN GERENCIA DE MERCADEO ESTRATÉGICO Y COMERCIALIZACIÓN;Presencial
1825;UNIVERSIDAD AUTONOMA DE MANIZALES;13095;ESPECIALIZACIÓN EN ENDODONCIA;Presencial
1825;UNIVERSIDAD AUTONOMA DE MANIZALES;13922;MAESTRÍA EN DESARROLLO REGIONAL  Y PLANIFICACIÓN DEL TERRITORIO;Presencial
1825;UNIVERSIDAD AUTONOMA DE MANIZALES;20321;ESPECIALIZACIÓN EN ORTODONCIA Y ORTOPEDIA DENTOFACIAL;Presencial
1825;UNIVERSIDAD AUTONOMA DE MANIZALES;20802;MAESTRÍA EN BIOINFORMÁTICA Y BIOLOGÍA COMPUTACIONAL;Presencial
1825;UNIVERSIDAD AUTONOMA DE MANIZALES;22671;ESPECIALIZACIÓN EN FISIOTERAPIA EN CUIDADO CRÍTICO;Presencial
1825;UNIVERSIDAD AUTONOMA DE MANIZALES;1348;MAESTRÍA EN POLÍTICAS PÚBLICAS;Presencial
1825;UNIVERSIDAD AUTONOMA DE MANIZALES;1349;MAESTRÍA EN ACTIVIDAD FÍSICA Y DEPORTE;Presencial
1825;UNIVERSIDAD AUTONOMA DE MANIZALES;4756;ESPECIALIZACIÓN EN PERIODONCIA;Presencial
1825;UNIVERSIDAD AUTONOMA DE MANIZALES;9188;MAESTRÍA EN TRADUCCIÓN E INTERPRETACIÓN;Presencial
1111;UNIVERSIDAD TECNOLOGICA DE PEREIRA - UTP;;TÉCNICA PROFESIONAL EN PROCESOS AGROINDUSTRIALES;Presencial
1825;UNIVERSIDAD AUTONOMA DE MANIZALES;18214;TECNICO PROFESIONAL EN CONTROL INDUSTRIAL;Presencial
1826;UNIVERSIDAD ANTONIO NARI¿O;1547;MAESTRIA EN MEDIACION FAMILIAR;Virtual
1825;UNIVERSIDAD AUTONOMA DE MANIZALES;18215;TECNICO PROFESIONAL EN PROGRAMACIÓN DE COMPUTADORES;Presencial
1826;UNIVERSIDAD ANTONIO NARI¿O;703;ESPECIALIZACION EN CIENCIAS FISCALES;A distancia
1826;UNIVERSIDAD ANTONIO NARI¿O;13925;INGENIERIA DE SISTEMAS;Presencial
1826;UNIVERSIDAD ANTONIO NARI¿O;8306;COMUNICACION DIGITAL;Presencial
1826;UNIVERSIDAD ANTONIO NARI¿O;232;INGENIERIA DE MATERIALES;Presencial
1826;UNIVERSIDAD ANTONIO NARI¿O;8211;JUSTICIA Y DERECHO;Presencial
1826;UNIVERSIDAD ANTONIO NARI¿O;579;INGENIERIA DE MATERIALES;Presencial
1826;UNIVERSIDAD ANTONIO NARI¿O;3284;INGENIERIA DE MATERIALES;Presencial
1826;UNIVERSIDAD ANTONIO NARI¿O;6266;DISEÑO INDUSTRIAL;Presencial
1826;UNIVERSIDAD ANTONIO NARI¿O;6503;TECNOLOGIA EN MANTENIMIENTO INDUSTRIAL;Presencial
1826;UNIVERSIDAD ANTONIO NARI¿O;8946;INGENIERIA DE TELECOMUNICACIONES;Presencial
1826;UNIVERSIDAD ANTONIO NARI¿O;8947;DISEÑO INDUSTRIAL;Presencial
1826;UNIVERSIDAD ANTONIO NARI¿O;9816;ADMINISTRACIÓN DE EMPRESAS TURISTICAS POR CICLOS - CICLO PROFESIONAL;Virtual
1826;UNIVERSIDAD ANTONIO NARI¿O;2457;ADMINISTRACIÓN DE EMPRESAS;Virtual
1826;UNIVERSIDAD ANTONIO NARI¿O;1371;TECNOLOGÍA EN GESTIÓN DE EMPRESAS;Virtual
1826;UNIVERSIDAD ANTONIO NARI¿O;6584;ESPECIALIZACION EN SISTEMAS DE INFORMACION GEOGRAFICA;Presencial
1826;UNIVERSIDAD ANTONIO NARI¿O;5101;ADMINISTRACIÓN DE EMPRESAS DE SERVICIOS;Virtual
1111;UNIVERSIDAD TECNOLOGICA DE PEREIRA - UTP;;TECNOLOGIA INDUSTRIAL;Presencial
1826;UNIVERSIDAD ANTONIO NARI¿O;5359;ESPECIALIZACION EN GERENCIA DE PRODUCCION PARA PYMES;Presencial
1826;UNIVERSIDAD ANTONIO NARI¿O;9815;TECNOLOGIA EN GESTION DE LA PRODUCCION INDUSTRIAL;A distancia
1826;UNIVERSIDAD ANTONIO NARI¿O;27577;LICENCIATURA EN LENGUA CASTELLANA E INGLES;Presencial
1826;UNIVERSIDAD ANTONIO NARI¿O;11728;LICENCIATURA EN CIENCIAS SOCIALES;Presencial
1826;UNIVERSIDAD ANTONIO NARI¿O;1821;OPTOMETRÍA;Presencial
1826;UNIVERSIDAD ANTONIO NARI¿O;6513;LICENCIATURA EN EDUCACION PREESCOLAR CON ENFASIS EN INGLES;A distancia
1826;UNIVERSIDAD ANTONIO NARI¿O;6586;TECNICA PROFESIONAL EN REALIZACION DE VESTUARIO PARA ARTES ESCENICAS;Presencial
1826;UNIVERSIDAD ANTONIO NARI¿O;6587;TECNOLOGIA EN PLANEACION DE VESTUARIO PARA ARTES ESCENICAS;Presencial
1111;UNIVERSIDAD TECNOLOGICA DE PEREIRA - UTP;;LICENCIATURA EN PEDAGOGIA INFANTIL;Presencial
1826;UNIVERSIDAD ANTONIO NARI¿O;7150;TECNOLOGIA EN COORDINACION LOGISTICA DE EVENTOS CULTURALES Y ARTISTICOS;A distancia
1826;UNIVERSIDAD ANTONIO NARI¿O;9605;LICENCIATURA EN EDUCACIÓN BÁSICA CON ÉNFASIS EN EDUCACIÓN ARTÍSTICA Y CULTURAL;A distancia
1826;UNIVERSIDAD ANTONIO NARI¿O;2282;DOCTORADO EN CIENCIA APLICADA;Presencial
2805;UNIVERSIDAD SIMON BOLIVAR;14271;MEDICINA;Presencial
1826;UNIVERSIDAD ANTONIO NARI¿O;807;LICENCIATURA EN MATEMATICAS E INFORMATICA;Virtual
1826;UNIVERSIDAD ANTONIO NARI¿O;7444;MAESTRIA EN ECONOMIA DE LA SALUD;Virtual
1826;UNIVERSIDAD ANTONIO NARI¿O;15203;MAESTRIA EN DERECHO DE FAMILIA;Presencial
1826;UNIVERSIDAD ANTONIO NARI¿O;13925;INGENIERIA DE SISTEMAS Y COMPUTACION;Presencial
1826;UNIVERSIDAD ANTONIO NARI¿O;17767;BIOQUIMICA;Presencial
1826;UNIVERSIDAD ANTONIO NARI¿O;3364;INGENIERIA EN CONTROL Y AUTOMATIZACION INDUSTRIAL;Presencial
1826;UNIVERSIDAD ANTONIO NARI¿O;4866;ARTES PLÁSTICAS Y VISUALES;Presencial
1826;UNIVERSIDAD ANTONIO NARI¿O;5568;ESPECIALIZACION EN AUDITORÍA Y CONTROL FISCAL;Presencial
1826;UNIVERSIDAD ANTONIO NARI¿O;5810;ESPECIALIZACIÓN EN DERECHO PENAL Y PROCEDIMIENTOS PENALES;Presencial
1826;UNIVERSIDAD ANTONIO NARI¿O;5525;MAESTRIA EN ECONOMIA INTERNACIONAL;Virtual
1826;UNIVERSIDAD ANTONIO NARI¿O;14462;DERECHO;Presencial
1826;UNIVERSIDAD ANTONIO NARI¿O;17169;ESPECIALIZACION EN DESARROLLO DEL POTENCIAL HUMANO EN LA ORGANIZACIÓN;Virtual
1826;UNIVERSIDAD ANTONIO NARI¿O;20811;INGENIERIA MECATRONICA;Presencial
1826;UNIVERSIDAD ANTONIO NARI¿O;22891;MAESTRIA EN GERENCIA FINANCIERA Y TRIBUTARIA;Virtual
1826;UNIVERSIDAD ANTONIO NARI¿O;1314;ESPECIALIZACION EN INSTRUMENTACION ELECTRONICA Y BIOMEDICA;Presencial
1826;UNIVERSIDAD ANTONIO NARI¿O;1505;HOTELERIA Y TURISMO;Presencial
1826;UNIVERSIDAD ANTONIO NARI¿O;3262;ESPECIALIZACION EN GESTIÓN FINANCIERA;Virtual
1826;UNIVERSIDAD ANTONIO NARI¿O;4403;MAESTRIA EN BIOINGENIERIA;Presencial
1826;UNIVERSIDAD ANTONIO NARI¿O;4807;HOTELERIA Y TURISMO;Presencial
1826;UNIVERSIDAD ANTONIO NARI¿O;6503;MAESTRIA EN INSTRUMENTACION Y AUTOMATIZACION;Presencial
1826;UNIVERSIDAD ANTONIO NARI¿O;6509;MAESTRÍA EN CIENCIA E INGENIERÍA COMPUTACIONAL;Presencial
1826;UNIVERSIDAD ANTONIO NARI¿O;6536;MAESTRÍA EN INGENIERÍA FÍSICA;Presencial
1826;UNIVERSIDAD ANTONIO NARI¿O;7824;ESPECIALIZACIÓN EN PERIODONCIA;Presencial
1826;UNIVERSIDAD ANTONIO NARI¿O;8492;ESPECIALIZACIÓN EN DERECHO ADMINISTRATIVO Y PROCEDIMIENTO ADMINISTRATIVO;Presencial
1826;UNIVERSIDAD ANTONIO NARI¿O;9537;MAESTRÍA EN INNOVACIÓN;Presencial
1826;UNIVERSIDAD ANTONIO NARI¿O;10579;DOCTORADO EN CIENCIAS DE LA SALUD;Presencial
1826;UNIVERSIDAD ANTONIO NARI¿O;18367;INGENIERÍA AMBIENTAL;Presencial
1827;UNIVERSIDAD CATOLICA DE MANIZALES;17152;ESPECIALIZACION EN ADMINISTRACION DE LA SALUD;A distancia
1827;UNIVERSIDAD CATOLICA DE MANIZALES;;TÉCNICA PROFESIONAL EN FACTURACIÓN Y DOCUMENTACION DE SERVICIOS DE SALUD;A distancia
1827;UNIVERSIDAD CATOLICA DE MANIZALES;3083;TECNOLOGÍA EN PROCESOS ADMINISTRATIVOS DE SALUD;A distancia
1827;UNIVERSIDAD CATOLICA DE MANIZALES;14799;ESPECIALIZACION EN GERENCIA EDUCATIVA;A distancia
1827;UNIVERSIDAD CATOLICA DE MANIZALES;992;ESPECIALIZACIÓN EN PREVENCIÓN, ATENCIÓN Y REDUCCIÓN DE DESASTRES;Presencial
1101;UNIVERSIDAD NACIONAL DE COLOMBIA;;MAESTRIA EN GEOGRAFIA;Presencial
1827;UNIVERSIDAD CATOLICA DE MANIZALES;7111;MAESTRÍA EN TELEDETECCIÓN;Presencial
1827;UNIVERSIDAD CATOLICA DE MANIZALES;2929;MAESTRÍA EN MICROBIOLOGÍA AGROINDUSTRIAL;Presencial
1827;UNIVERSIDAD CATOLICA DE MANIZALES;;ESPECIALIZACIÓN EN DESARROLLO DE APLICACIONES MÓVILES;Virtual
1827;UNIVERSIDAD CATOLICA DE MANIZALES;;TÉCNICA PROFESIONAL EN PROCESOS AGROINDUSTRIALES;Presencial
1827;UNIVERSIDAD CATOLICA DE MANIZALES;263;TECNOLOGIA EN ASEGURAMIENTO DE LA CALIDAD EN EMPRESAS AGROINDUSTRIALES;Presencial
1827;UNIVERSIDAD CATOLICA DE MANIZALES;8931;ESPECIALIZACIÓN EN GERENCIA DE LA CALIDAD;A distancia
1827;UNIVERSIDAD CATOLICA DE MANIZALES;11978;MAESTRIA EN PEDAGOGIA;A distancia
1827;UNIVERSIDAD CATOLICA DE MANIZALES;1565;INGENIERÍA DE TELECOMUNICACIONES;Presencial
1827;UNIVERSIDAD CATOLICA DE MANIZALES;9124;LICENCIATURA EN  MATEMATICAS Y FISICA;A distancia
1827;UNIVERSIDAD CATOLICA DE MANIZALES;20335;LICENCIATURA EN CIENCIAS NATURALES Y EDUCACION AMBIENTAL;A distancia
1827;UNIVERSIDAD CATOLICA DE MANIZALES;20802;MAESTRÍA EN BIOINFORMÁTICA Y BIOLOGÍA COMPUTACIONAL;Presencial
1827;UNIVERSIDAD CATOLICA DE MANIZALES;20854;MAESTRÍA EN GESTIÓN DEL CONOCIMIENTO EDUCATIVO;A distancia
1827;UNIVERSIDAD CATOLICA DE MANIZALES;516;TECNOLOGÍA EN GESTIÓN DE EMPRESAS TURÍSTICAS;Presencial
1827;UNIVERSIDAD CATOLICA DE MANIZALES;517;TECNICO PROFESIONAL EN OPERACIÓN DE SERVICIOS TURÍSTICOS;Presencial
1827;UNIVERSIDAD CATOLICA DE MANIZALES;6191;ESPECIALIZACION EN GERENCIA DE PROYECTOS DEL TERRITORIO Y VALUACIÓN INMOBILIARIA;Presencial
1827;UNIVERSIDAD CATOLICA DE MANIZALES;10358;ESPECIALIZACIÓN EN BRANDING Y COMUNICACIÓN ESTRATÉGICA;Presencial
1827;UNIVERSIDAD CATOLICA DE MANIZALES;18355;ESPECIALIZACIÓN EN SEGURIDAD Y SALUD EN EL TRABAJO;A distancia
1828;UNIVERSIDAD ICESI;11583;CIENCIA POLITICA;Presencial
1828;UNIVERSIDAD ICESI;9873;MAESTRIA EN FINANZAS;Presencial
1828;UNIVERSIDAD ICESI;15198;BIOLOGIA;Presencial
1828;UNIVERSIDAD ICESI;17210;QUIMICA FARMACEUTICA;Presencial
1828;UNIVERSIDAD ICESI;7771;QUIMICA;Presencial
1828;UNIVERSIDAD ICESI;8675;MAESTRÍA EN GESTIÓN DE INFORMÁTICA Y TELECOMUNICACIONES;Presencial
1828;UNIVERSIDAD ICESI;2880;MAESTRÍA EN ECONOMÍA;Presencial
1828;UNIVERSIDAD ICESI;12330;INGENIERIA DE SISTEMAS;Presencial
1111;UNIVERSIDAD TECNOLOGICA DE PEREIRA - UTP;;LICENCIATURA EN ETNOEDUCACION Y DESARROLLO COMUNITARIO;Presencial
1828;UNIVERSIDAD ICESI;6871;MAESTRÍA EN MERCADEO;Presencial
1828;UNIVERSIDAD ICESI;8314;MAESTRÍA EN INGENIERÍA INDUSTRIAL;Presencial
1828;UNIVERSIDAD ICESI;3096;MEDICINA;Presencial
1828;UNIVERSIDAD ICESI;4204;ESPECIALIZACIÓN EN DERECHO LABORAL Y DE LA SEGURIDAD SOCIAL;Presencial
1828;UNIVERSIDAD ICESI;13072;ESPECIALIZACIÓN EN LEGISLACIÓN LABORAL Y DE LA SEGURIDAD SOCIAL;Presencial
1828;UNIVERSIDAD ICESI;16856;MAESTRÍA EN DERECHO;Presencial
1828;UNIVERSIDAD ICESI;29794;ESPECIALIZACIÓN EN REUMATOLOGÍA;Presencial
1828;UNIVERSIDAD ICESI;476;ESPECIALIZACIÓN EN PEDIATRÍA;Presencial
1828;UNIVERSIDAD ICESI;477;ESPECIALIZACIÓN EN DERMATOLOGÍA;Presencial
1828;UNIVERSIDAD ICESI;29795;ESPECIALIZACIÓN EN MEDICINA INTERNA;Presencial
1828;UNIVERSIDAD ICESI;29146;ESPECIALIZACIÓN EN HEMATOLOGÍA Y ONCOLOGÍA CLÍNICA;Presencial
1828;UNIVERSIDAD ICESI;29542;ESPECIALIZACIÓN EN GINECOLOGÍA Y OBSTETRICIA;Presencial
1828;UNIVERSIDAD ICESI;15880;MAESTRÍA EN ADMINISTRACIÓN;A distancia
1828;UNIVERSIDAD ICESI;13375;MAESTRÍA EN INFORMÁTICA Y TELECOMUNICACIONES;Presencial
1828;UNIVERSIDAD ICESI;2273;ESPECIALIZACI¿N EN CIRUG¿A DE TRASPLANTES DE ¿RGANOS ABDOMINALES;Presencial
1828;UNIVERSIDAD ICESI;4624;ESPECIALIZACIÓN EN CARDIOLOGÍA PEDIÁTRICA;Presencial
1828;UNIVERSIDAD ICESI;13889;MAESTRÍA EN EDUCACIÓN;Presencial
1828;UNIVERSIDAD ICESI;4626;ESPECIALIZACIÓN EN RADIOLOGÍA E IMÁGENES DIAGNÓSTICAS;Presencial
1828;UNIVERSIDAD ICESI;5454;ESPECIALIZACIÓN EN ARTROSCOPIA;Presencial
1828;UNIVERSIDAD ICESI;13140;MAESTRÍA EN GOBIERNO;Presencial
1828;UNIVERSIDAD ICESI;15244;MAESTRÍA EN INTERVENCIÓN PSICOSOCIAL;Presencial
1828;UNIVERSIDAD ICESI;5934;MAESTRÍA EN ENSEÑANZA DE INGLÉS COMO LENGUA EXTRANJERA;Presencial
1828;UNIVERSIDAD ICESI;7947;MAESTRÍA EN PERIODISMO;Presencial
1828;UNIVERSIDAD ICESI;8659;ESPECIALIZACIÓN EN DERECHO PROCESAL;Presencial
1828;UNIVERSIDAD ICESI;8660;ESPECIALIZACIÓN EN DERECHO EMPRESARIAL;Presencial
1111;UNIVERSIDAD TECNOLOGICA DE PEREIRA - UTP;;LICENCIATURA EN PEDAGOGÍA INFANTIL;Presencial
1828;UNIVERSIDAD ICESI;8662;ESPECIALIZACIÓN EN DERECHO PÚBLICO;Presencial
1828;UNIVERSIDAD ICESI;8656;ESPECIALIZACIÓN EN DERECHO PENAL;Presencial
1828;UNIVERSIDAD ICESI;8687;ESPECIALIZACIÓN EN NEFROLOGÍA;Presencial
1828;UNIVERSIDAD ICESI;8661;ESPECIALIZACIÓN EN DERECHO JUDICIAL;Presencial
1828;UNIVERSIDAD ICESI;8671;ESPECIALIZACIÓN EN CARDIOLOGÍA;Presencial
1828;UNIVERSIDAD ICESI;8672;ESPECIALIZACIÓN EN PSIQUIATRÍA;Presencial
1828;UNIVERSIDAD ICESI;9447;ESPECIALIZACIÓN EN PSIQUIATRÍA DE ENLACE;Presencial
1828;UNIVERSIDAD ICESI;13050;MAESTRÍA EN GERENCIA DE ORGANIZACIONES DE SALUD;Presencial
1828;UNIVERSIDAD ICESI;13055;MAESTRÍA EN GERENCIA PARA LA INNOVACIÓN SOCIAL;Presencial
1828;UNIVERSIDAD ICESI;13072;MAESTRÍA EN CIENCIAS-BIOTECNOLOGÍA;Presencial
1828;UNIVERSIDAD ICESI;13079;MAESTR¿A EN BIOTECNOLOG¿A;Presencial
1828;UNIVERSIDAD ICESI;14153;MAESTRÍA EN GESTIÓN DE LA INNOVACIÓN;Presencial
1828;UNIVERSIDAD ICESI;14154;INGENIERÍA BIOQUÍMICA;Presencial
1828;UNIVERSIDAD ICESI;14155;MAESTRÍA EN FORMULACIÓN DE PRODUCTOS QUÍMICOS Y DERIVADOS;Presencial
1828;UNIVERSIDAD ICESI;2871;MAESTRÍA EN ADMINISTRACIÓN;Presencial
1828;UNIVERSIDAD ICESI;2872;LICENCIATURA EN ESTUDIOS SOCIALES Y HUMANOS;Presencial
1828;UNIVERSIDAD ICESI;2873;LICENCIATURA EN ARTES Y EN TECNOLOGÍAS PARA LA CREACIÓN;Presencial
1828;UNIVERSIDAD ICESI;2874;LICENCIATURA EN ENSEÑANZA DEL INGLÉS;Presencial
1828;UNIVERSIDAD ICESI;2875;LICENCIATURA EN CIENCIAS NATURALES;Presencial
1828;UNIVERSIDAD ICESI;2876;LICENCIATURA EN EDUCACIÓN BÁSICA PRIMARIA;Presencial
1828;UNIVERSIDAD ICESI;4423;MAESTRÍA EN ESTUDIOS SOCIALES Y POLÍTICOS;Presencial
1828;UNIVERSIDAD ICESI;8327;MAESTRÍA EN FINANZAS CUANTITATIVAS;Presencial
1828;UNIVERSIDAD ICESI;8873;ESPECIALIZACIÓN EN LEGISLACIÓN LABORAL Y DE LA SEGURIDAD SOCIAL;Presencial
1828;UNIVERSIDAD ICESI;9746;MAESTRÍA EN CIENCIAS ADMINISTRATIVAS;Presencial
1828;UNIVERSIDAD ICESI;14267;ESPECIALIZACIÓN EN LEGISLACIÓN TRIBUTARIA;Presencial
1828;UNIVERSIDAD ICESI;14268;ESPECIALIZACIÓN EN DERECHO TRIBUTARIO;Presencial
1828;UNIVERSIDAD ICESI;14307;ESPECIALIZACIÓN EN MEDICINA DE EMERGENCIAS;Presencial
1828;UNIVERSIDAD ICESI;14310;ESPECIALIZACIÓN EN CIRUGÍA DE CABEZA Y CUELLO;Presencial
1828;UNIVERSIDAD ICESI;14311;ESPECIALIZACIÓN EN ALERGOLOGÍA;Presencial
1828;UNIVERSIDAD ICESI;20486;ESPECIALIZACIÓN EN DERECHO;Presencial
1829;UNIVERSIDAD SANTIAGO DE CALI;14847;TECNOLOGÍA  EN LOGISTICA;Presencial
1829;UNIVERSIDAD SANTIAGO DE CALI;2961;MEDICINA;Presencial
1829;UNIVERSIDAD SANTIAGO DE CALI;;TECNOLOGIA EN DIRECCION DE SERVICIOS TURISTICOS;Presencial
1829;UNIVERSIDAD SANTIAGO DE CALI;;TECNICO PROFESIONAL EN OPERACION DEL ALOJAMIENTO URBANO Y RURAL;Presencial
1829;UNIVERSIDAD SANTIAGO DE CALI;8164;TECNICO PROFESIONAL EN OPERACION DE SERVICIOS GASTRONOMICOS;Presencial
1829;UNIVERSIDAD SANTIAGO DE CALI;;TECNICO PROFESIONAL EN OPERACION DE SERVICIOS DE GUIANZA;Presencial
1829;UNIVERSIDAD SANTIAGO DE CALI;;TECNICO PROFESIONAL EN OPERACION INTEGRAL DE VENTAS TURISTICAS;Presencial
1111;UNIVERSIDAD TECNOLOGICA DE PEREIRA - UTP;;INGENIERIA EN MECATRONICA;Presencial
1829;UNIVERSIDAD SANTIAGO DE CALI;1646;TECNICO PROFESIONAL EN PROCESOS DE OPERACION TURISTICA;Presencial
1829;UNIVERSIDAD SANTIAGO DE CALI;1647;TECNOLOGIA EN DIRECCION DE EMPRESAS TURISTICAS Y HOTELERAS;Presencial
1829;UNIVERSIDAD SANTIAGO DE CALI;16376;ADMINISTRACION DE EMPRESAS.;Presencial
1829;UNIVERSIDAD SANTIAGO DE CALI;2386;TECNOLOGÍA EN DIRECCIÓN DE SERVICIOS TURÍSTICOS;Virtual
1829;UNIVERSIDAD SANTIAGO DE CALI;2387;TÉCNICO PROFESIONAL EN OPERACIÓN INTEGRAL DE VENTAS TURÍSTICAS;Virtual
1830;UNIVERSIDAD AUTONOMA DE OCCIDENTE;170;TECNOLOGIA EN INFORMATICA;Presencial
1830;UNIVERSIDAD AUTONOMA DE OCCIDENTE;4736;TECNOLOGÍA EN GESTIÓN EMPRESARIAL;Presencial
1830;UNIVERSIDAD AUTONOMA DE OCCIDENTE;4734;TECNOLOGÍA EN GESTIÓN CONTABLE Y DE COSTOS;Presencial
1830;UNIVERSIDAD AUTONOMA DE OCCIDENTE;6881;INGENIERIA AMBIENTAL;Presencial
1830;UNIVERSIDAD AUTONOMA DE OCCIDENTE;1524;TECNOLOGÍA EN PROCESOS AGROINDUSTRIALES DE LA CAÑA DE AZÚCAR;Presencial
1830;UNIVERSIDAD AUTONOMA DE OCCIDENTE;1540;TÉCNICA PROFESIONAL EN OPERACIONES AGROINDUSTRIALES DE LA CAÑA DE AZÚCAR;Presencial
1830;UNIVERSIDAD AUTONOMA DE OCCIDENTE;;TECNOLOGÍA EN MANEJO Y APROVECHAMIENTO DE RESIDUOS SÓLIDOS;Presencial
1830;UNIVERSIDAD AUTONOMA DE OCCIDENTE;;TÉCNICA PROFESIONAL EN PROCESOS DE CLASIFICACIÓN Y RECICLAJE DE RESIDUOS SÓLIDOS;Presencial
1830;UNIVERSIDAD AUTONOMA DE OCCIDENTE;3845;MAESTRÍA EN FILOSOFÍA DEL DERECHO CONTEMPORÁNEO;Presencial
1111;UNIVERSIDAD TECNOLOGICA DE PEREIRA - UTP;;ESPECIALIZACION EN ENSEÑANZA DE LAS CIENCIAS SOCIALES;Presencial
1830;UNIVERSIDAD AUTONOMA DE OCCIDENTE;12590;MAESTRIA EN LOGÍSTICA INTEGRAL;Presencial
1830;UNIVERSIDAD AUTONOMA DE OCCIDENTE;7748;CINE Y COMUNICACIÓN DIGITAL;Presencial
1830;UNIVERSIDAD AUTONOMA DE OCCIDENTE;;ESPECIALIZACIÓN EN DIRECCIÓN PUBLICITARIA;Presencial
1830;UNIVERSIDAD AUTONOMA DE OCCIDENTE;;TRABAJO SOCIAL;Presencial
1830;UNIVERSIDAD AUTONOMA DE OCCIDENTE;6727;MAESTRIA EN INGENIERIA;Presencial
1830;UNIVERSIDAD AUTONOMA DE OCCIDENTE;16201;INGENIERIA ELECTRONICA Y TELECOMUNICACIONES;Presencial
1830;UNIVERSIDAD AUTONOMA DE OCCIDENTE;;TECNOLOGIA EN MANEJO Y APROVECHAMIENTO DE RECURSOS HIDRICOS;Presencial
1830;UNIVERSIDAD AUTONOMA DE OCCIDENTE;5104;MAESTRÍA EN COMUNICACIÓN;Presencial
1830;UNIVERSIDAD AUTONOMA DE OCCIDENTE;8903;MAESTRIA EN ADMINISTRACION DE EMPRESAS;Presencial
1830;UNIVERSIDAD AUTONOMA DE OCCIDENTE;;MAESTRÍA EN HIGIENE Y SEGURIDAD INDUSTRIAL;Presencial
1830;UNIVERSIDAD AUTONOMA DE OCCIDENTE;8090;ESPECIALIZACION EN SEGURIDAD INFORMATICA;Presencial
1830;UNIVERSIDAD AUTONOMA DE OCCIDENTE;;MAESTRÍA EN ECONOMÍA;Presencial
1830;UNIVERSIDAD AUTONOMA DE OCCIDENTE;;ESPECIALIZACION TECNOLOGICA EN INFORMATICA FORENSE;Presencial
1830;UNIVERSIDAD AUTONOMA DE OCCIDENTE;;ESPECIALIZACION TECNOLOGICA EN COMERCIO EXTERIOR;Presencial
1830;UNIVERSIDAD AUTONOMA DE OCCIDENTE;12337;ADMINISTRACION AMBIENTAL;Presencial
1830;UNIVERSIDAD AUTONOMA DE OCCIDENTE;6481;BANCA Y FINANZAS INTERNACIONALES;Presencial
1830;UNIVERSIDAD AUTONOMA DE OCCIDENTE;15772;MAESTRIA EN CIENCIAS AMBIENTALES;Presencial
1830;UNIVERSIDAD AUTONOMA DE OCCIDENTE;10169;ADMINISTRACION AMBIENTAL;Presencial
1830;UNIVERSIDAD AUTONOMA DE OCCIDENTE;16695;TECNOLOGIA EN MERCADEO Y VENTAS;Presencial
1830;UNIVERSIDAD AUTONOMA DE OCCIDENTE;5458;ESPECIALIZACION EN FINANZAS;Virtual
1830;UNIVERSIDAD AUTONOMA DE OCCIDENTE;5459;ESPECIALIZACION EN MERCADEO;Virtual
1830;UNIVERSIDAD AUTONOMA DE OCCIDENTE;8109;DISEÑO INDUSTRIAL;Presencial
1830;UNIVERSIDAD AUTONOMA DE OCCIDENTE;7793;TECNOLOGÍA EN INFORMÁTICA FORENSE;Presencial
1111;UNIVERSIDAD TECNOLOGICA DE PEREIRA - UTP;;ESPECIALIZACIÓN EN DIDÁCTICA DE LA LENGUA MATERNA;Presencial
1830;UNIVERSIDAD AUTONOMA DE OCCIDENTE;5436;MAESTRÍA EN MERCADEO ESTRATÉGICO;Presencial
1830;UNIVERSIDAD AUTONOMA DE OCCIDENTE;20797;ESPECIALIZACIÓN EN GESTIÓN DE NORMAS INTERNACIONALES DE INFORMACIÓN FINANCIERA;Presencial
1830;UNIVERSIDAD AUTONOMA DE OCCIDENTE;18391;ESPECIALIZACIÓN EN ARGUMENTACIÓN JURÍDICA;Presencial
1831;UNIVERSIDAD DE IBAGUE;2120;INGENIERIA INDUSTRIAL;Presencial
1831;UNIVERSIDAD DE IBAGUE;;INGENIERIA INDUSTRIAL;Presencial
1831;UNIVERSIDAD DE IBAGUE;9872;CIENCIA POLITICA;Presencial
1831;UNIVERSIDAD DE IBAGUE;;ESPECIALIZACION EN COMUNICACION PARA LA DOCENCIA;Presencial
1831;UNIVERSIDAD DE IBAGUE;;ESPECIALIZACION EN ENSEÑANZA DEL INGLES;Presencial
1831;UNIVERSIDAD DE IBAGUE;;CONTADURÍA PÚBLICA;Presencial
1831;UNIVERSIDAD DE IBAGUE;;MAESTRÍA EN GERENCIA DE LA CALIDAD;Presencial
1831;UNIVERSIDAD DE IBAGUE;;INGENIERÍA DE SISTEMAS;Presencial
1831;UNIVERSIDAD DE IBAGUE;5397;TECNOLOGÍA EN LOGÍSTICA;Presencial
1831;UNIVERSIDAD DE IBAGUE;5396;TECNOLOGÍA EN MANTENIMIENTO INDUSTRIAL;Presencial
1831;UNIVERSIDAD DE IBAGUE;5395;TÉCNICO  PROFESIONAL EN ELECTRÓNICA  DE COMUNICACIONES;Presencial
1831;UNIVERSIDAD DE IBAGUE;5394;TECNOLOGÍA EN REDES Y COMUNICACIONES;Presencial
1831;UNIVERSIDAD DE IBAGUE;6009;TÉCNICA PROFESIONAL DE SISTEMAS EN PROGRAMACIÓN Y MANTENIMIENTO DE COMPUTADORES;Presencial
